word_d,pos_d,words_m,poss_m,word_h,pos_h,order,rules_h,rules_am
самостил,noun,сам,pron,стлать,verb,1;0,rule446(verb + 0m2 -> noun),
свиновод,noun,свинья,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
свинопас,noun,свинья,noun,пасти,verb,1;0,rule446(verb + 0m2 -> noun),
секундомер,noun,секунда,noun,мерить,verb,1;0,rule446(verb + 0m2 -> noun),
сенокос,noun,сено,noun,косить,verb,1;0,rule446(verb + 0m2 -> noun),
скотопрогон,noun,скот,noun,прогонять,verb,1;0,rule446(verb + 0m2 -> noun),
снеговал,noun,снег,noun,валить,verb,1;0,rule446(verb + 0m2 -> noun),
снегомёт,noun,снег,noun,метать,verb,1;0,rule446(verb + 0m2 -> noun),
снегопад,noun,снег,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
снегоход,noun,снег,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
солевар,noun,соль,noun,варить,verb,1;0,rule446(verb + 0m2 -> noun),
солнцеворот,noun,солнце,noun,воротить,verb,1;0,rule446(verb + 0m2 -> noun),
солнцепёк,noun,солнце,noun,печь,verb,1;0,rule446(verb + 0m2 -> noun),
стеклодув,noun,стекло,noun,дуть,verb,1;0,rule446(verb + 0m2 -> noun),
стекломой,noun,стекло,noun,мыть,verb,1;0,rule446(verb + 0m2 -> noun),
счетовод,noun,счёт,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
табакур,noun,табак,noun,курить,verb,1;0,rule446(verb + 0m2 -> noun),
тепловоз,noun,тепло,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
теплоход,noun,тепло,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
травостой,noun,трава,noun,стоять,verb,1;0,rule446(verb + 0m2 -> noun),
троллейвоз,noun,троллей,glroot,возить,verb,1;0,rule446(verb + 0m2 -> noun),
трубкожил,noun,трубка,noun,жить,verb,1;0,rule446(verb + 0m2 -> noun),
трубовоз,noun,труба,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
трубопровод,noun,труба,noun,проводить,verb,1;0,rule446(verb + 0m2 -> noun),
турбовоз,noun,труба,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
турбоход,noun,труба,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
хлопковод,noun,хлопок,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
чародей,noun,чары,noun,деять,verb,1;0,rule446(verb + 0m2 -> noun),
чеховед,noun,Чехов,prop,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
чудодей,noun,чудо,noun,деять,verb,1;0,rule446(verb + 0m2 -> noun),
шекспировед,noun,Шекспир,prop,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
шелкопряд,noun,шёлк,noun,прясть,verb,1;0,rule446(verb + 0m2 -> noun),
шерстобит,noun,шерсть,noun,бить,verb,1;0,rule446(verb + 0m2 -> noun),
экскурсовод,noun,экскурсия,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
электровоз,noun,электро,glroot,возить,verb,1;0,rule446(verb + 0m2 -> noun),
электроход,noun,электро,glroot,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
яблокрад,noun,яблоко,noun,красть,verb,1;0,rule446(verb + 0m2 -> noun),
яйцевод,noun,яйцо,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
скороход,noun,скорый,adj,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
тугодум,noun,тугой,adj,думать,verb,1;0,rule446(verb + 0m2 -> noun),
тяжеловоз,noun,тяжёлый,adj,возить,verb,1;0,rule446(verb + 0m2 -> noun),
живодёр,noun,живой,adj,драть,verb,1;0,rule446(verb + 0m2 -> noun),
доброхот,noun,добрый,adj,хотеть,verb,1;0,rule446(verb + 0m2 -> noun),
пустозвон,noun,пустой,adj,звонить,verb,1;0,rule446(verb + 0m2 -> noun),
суховей,noun,сухой,adj,веять,verb,1;0,rule446(verb + 0m2 -> noun),
новосёл,noun,новый,adj,селить,verb,1;0,rule446(verb + 0m2 -> noun),
молодожён,noun,молодой,adj,жениться,verb,1;0,rule446(verb + 0m2 -> noun),
старожил,noun,старый,adj,жить,verb,1;0,rule446(verb + 0m2 -> noun),
сухолом,noun,сухой,adj,ломать,verb,1;0,rule446(verb + 0m2 -> noun),
сухостой,noun,сухой,adj,стоять,verb,1;0,rule446(verb + 0m2 -> noun),
самокат,noun,сам,pron,катиться,verb,1;0,rule446(verb + 0m2 -> noun),
самосвал,noun,сам,pron,свалить,verb,1;0,rule446(verb + 0m2 -> noun),
самолёт,noun,сам,pron,лететь,verb,1;0,rule446(verb + 0m2 -> noun),
самотёк,noun,сам,pron,течь,verb,1;0,rule446(verb + 0m2 -> noun),
однолюб,noun,один,num,любить,verb,1;0,rule446(verb + 0m2 -> noun),
однодум,noun,один,num,думать,verb,1;0,rule446(verb + 0m2 -> noun),
вертолёт,noun,вертеть,verb,лететь,verb,1;0,rule446(verb + 0m2 -> noun),
вездеход,noun,везде,adv,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
дармоед,noun,даром,adv,есть,verb,1;0,rule446(verb + 0m2 -> noun),
лесотаска,noun,лес,noun,таскать,verb,1;0,rule451(verb + 0f1 -> noun),
бревнотаска,noun,бревно,noun,таскать,verb,1;0,rule451(verb + 0f1 -> noun),
сенотаска,noun,сено,noun,таскать,verb,1;0,rule451(verb + 0f1 -> noun),
самотаска,noun,сам,pron,таскать,verb,1;0,rule451(verb + 0f1 -> noun),
лесосека,noun,лес,noun,сечь,verb,1;0,rule451(verb + 0f1 -> noun),
дровосека,noun,дрова,noun,сечь,verb,1;0,rule451(verb + 0f1 -> noun),
ногтоеда,noun,ноготь,noun,есть,verb,1;0,rule451(verb + 0f1 -> noun),
костоеда,noun,кость,noun,есть,verb,1;0,rule451(verb + 0f1 -> noun),
книгоноша,noun,книга,noun,носить,verb,1;0,rule451(verb + 0f1 -> noun),
горемыка,noun,горе,noun,мыкать,verb,1;0,rule451(verb + 0f1 -> noun),
пустомеля,noun,пустой,adj,полоть,verb,1;0,rule451(verb + 0f1 -> noun),
стенопись,noun,стена,noun,писать,verb,1;0,rule454(verb + 0f3 -> noun),
звукопись,noun,звук,noun,писать,verb,1;0,rule454(verb + 0f3 -> noun),
светопись,noun,свет,noun,писать,verb,1;0,rule454(verb + 0f3 -> noun),
иконопись,noun,икона,noun,писать,verb,1;0,rule454(verb + 0f3 -> noun),
скоропись,noun,скорый,adj,писать,verb,1;0,rule454(verb + 0f3 -> noun),
тайнопись,noun,тайна,noun,писать,verb,1;0,rule454(verb + 0f3 -> noun),
круговерть,noun,круг,noun,вертеть,verb,1;0,rule454(verb + 0f3 -> noun),
скороходь,noun,скорый,adj,ходить,verb,1;0,rule454(verb + 0f3 -> noun),
коновязь,noun,конь,noun,вязать,verb,1;0,rule454(verb + 0f3 -> noun),
скороход,noun,скорый,adj,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
самогуд,noun,сам,pron,гудеть,verb,1;0,rule446(verb + 0m2 -> noun),
самоход,noun,сам,pron,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
острослов,noun,острый,adj,слово,noun,1;0,-0m2,
толстосум,noun,толстый,adj,сума,noun,1;0,-0m3,
тяжеловес,noun,тяжёлый,adj,вес,noun,1;0,-0m4,
сухогруз,noun,сухой,adj,груз,noun,1;0,-0m5,
долгонос,noun,долгий,adj,нос,noun,1;0,-0m6,
долгопят,noun,долгий,adj,пята,noun,1;0,-0m7,
желтощёк,noun,жёлтый,adj,щека,noun,1;0,-0m8,
чистотел,noun,чистый,adj,тело,noun,1;0,-0m9,
пустоцвет,noun,пустой,adj,цвет,noun,1;0,-0m10,
косогор,noun,косой,adj,гора,noun,1;0,-0m11,
частокол,noun,частый,adj,кол,noun,1;0,-0m12,
чернослив,noun,чёрный,adj,слива,noun,1;0,-0m13,
разновес,noun,разный,adj,вес,noun,1;0,-0m14,
верболоз,noun,верба,adj,лоза,noun,1;0,-0m15,
белотроп,noun,белый,adj,тропа,noun,1;0,-0m16,
чернотроп,noun,чёрный,adj,тропа,noun,1;0,-0m17,
чернозём,noun,чёрный,adj,земля,noun,1;0,-0m18,
мелкозвон,noun,мелкий,adj,звон,noun,1;0,-0m19,
корнеплод,noun,корень,noun,плод,noun,1;0,-0m20,
стрелолист,noun,стрела,noun,лист,noun,1;0,-0m21,
лисохвост,noun,лиса,noun,хвост,noun,1;0,-0m22,
дубонос,noun,дуб,noun,нос,noun,1;0,-0m23,
носорог,noun,нос,noun,рог,noun,1;0,-0m24,
утконос,noun,утка,noun,нос,noun,1;0,-0m25,
звездорыл,noun,звезда,noun,рыло,noun,1;0,-0m26,
ластохвост,noun,ласты,noun,хвост,noun,1;0,-0m27,
винтокрыл,noun,винт,noun,крыло,noun,1;0,-0m28,
хлебосол,noun,хлеб,noun,соль,noun,1;0,-0m29,
углевод,noun,уголь,noun,вода,noun,1;0,-0m30,
кремнезём,noun,кремний,noun,земля,noun,1;0,-0m31,
двучлен,noun,два,num,член,noun,1;0,-0m32,
многочлен,noun,много,num,член,noun,1;0,-0m33,
однорог,noun,один,num,рог,noun,1;0,-0m34,
восьминог,noun,восемь,num,нога,noun,1;0,-0m35,
скалозуб,noun,скалить,verb,зуб,noun,1;0,-0m36,
лизоблюд,noun,лизать,verb,блюдо,noun,1;0,-0m37,
щелкопер,noun,щелкать,verb,перо,noun,1;0,-0m38,
вертолист,noun,вертеть,verb,лист,noun,1;0,-0m39,
болиголов,noun,болеть,verb,голова,noun,1;0,-0m40,
гололедь,noun,голый,adj,лёд,noun,1;0,-0f3,
шилохвость,noun,шило,noun,хвост,noun,1;0,-0f3,
лежебока,noun,лежать,verb,бок,noun,1;0,-0f1,
белобока,noun,белый,adj,бок,noun,1;0,-0f1,
полиграфия,noun,поли,glroot,граф,glroot,1;0,rule578*(noun + иj(а) -> noun),
телеметрия,noun,теле,glroot,метр,glroot,1;0,rule578*(noun + иj(а) -> noun),
секундометрия,noun,секунда,noun,метр,glroot,1;0,rule578*(noun + иj(а) -> noun),
рентгеноскопия,noun,рентген,noun,скоп,glroot,1;0,rule578*(noun + иj(а) -> noun),
полифония,noun,поли,glroot,фон,glroot,1;0,rule578*(noun + иj(а) -> noun),
стереофония,noun,стерео,glroot,фон,glroot,1;0,rule578*(noun + иj(а) -> noun),
фототипия,noun,фото,glroot,тип,glroot,1;0,rule578*(noun + иj(а) -> noun),
полихромия,noun,поли,glroot,хром,glroot,1;0,rule578*(noun + иj(а) -> noun),
фотохромия,noun,фото,glroot,хром,glroot,1;0,rule578*(noun + иj(а) -> noun),
лесостепь,noun,лес,noun,степь,noun,1;0,,
северо-запад,noun,север,noun,запад,noun,1;0,,
зубробизон,noun,зубр,noun,бизон,noun,1;0,,
обезьяночеловек,noun,обезьяна,noun,человек,noun,1;0,,
носоглотка,noun,нос,noun,глотка,noun,1;0,,
плодоовощ,noun,плод,noun,овощ,noun,1;0,,
лесопарк,noun,лес,noun,парк,noun,1;0,,
железобетон,noun,железо,noun,бетон,noun,1;0,,
ракетопланер,noun,ракета,noun,планер,noun,1;0,,
темпо-ритм,noun,темп,noun,ритм,noun,1;0,,
тылофронт,noun,тыл,noun,фронт,noun,1;0,,
человекобог,noun,человек,noun,бог,noun,1;0,,
человеко-дятел,noun,человек,noun,дятел,noun,1;0,,
друго-враг,noun,друг,noun,враг,noun,1;0,,
веломотоцикл,noun,вело,glroot,мотоцикл,noun,1;0,,
автозаправщик,noun,авто,glroot,заправщик,noun,1;0,,
звукорежиссёр,noun,звук,noun,режиссёр,noun,1;0,,
птицефабрика,noun,птица,noun,фабрика,noun,1;0,,
лесозаготовка,noun,лес,noun,заготовка,noun,1;0,,
хлебозавод,noun,хлеб,noun,завод,noun,1;0,,
газобаллон,noun,газ,noun,баллон,noun,1;0,,
теплоотдача,noun,тепло,noun,отдача,noun,1;0,,
кораблекрушение,noun,корабль,noun,крушение,noun,1;0,,
кинотеатр,noun,кино,noun,театр,noun,1;0,,
метровокзал,noun,метро,noun,вокзал,noun,1;0,,
формотворчество,noun,форма,noun,творчество,noun,1;0,,
нефтепромышленность,noun,нефть,noun,промышленность,noun,1;0,,
мировоззрение,noun,мир,noun,воззрение,noun,1;0,,
дачевладелец,noun,дача,noun,владелец,noun,1;0,,
овощехранилище,noun,овощ,noun,хранилище,noun,1;0,,
нервотрёпка,noun,нерв,noun,трёпка,noun,1;0,,
сеноуборка,noun,сено,noun,уборка,noun,1;0,,
пассажиропоток,noun,пассажир,noun,поток,noun,1;0,,
жирозаменитель,noun,жир,noun,заменитель,noun,1;0,,
новостройка,noun,новый,adj,стройка,noun,1;0,,
вольнослушатель,noun,вольный,adj,слушатель,noun,1;0,,
ложноножка,noun,ложный,adj,ножка,noun,1;0,,
сухофрукт,noun,сухой,adj,фрукт,noun,1;0,,
кривотолк,noun,кривой,adj,толк,noun,1;0,,
быстродействие,noun,быстрый,adj,действие,noun,1;0,,
первоисточник,noun,первый,adj,источник,noun,1;0,,
старослужащий,noun,старый,adj,служащий,part,1;0,,
главнокомандующий,noun,главный,adj,командующий,part,1;0,,
Новгород,noun,новый,adj_SHORT,город,noun,1;0,,
Белгород,noun,белый,adj_SHORT,город,noun,1;0,,
Белоозеро,noun,белый,adj_SHORT,озеро,noun,1;0,,
однотрубка,noun,один,num,трубка,noun,1;0,,
двутавро,noun,два,num,тавро,noun,1;0,,
двуокись,noun,два,num,окись,noun,1;0,,
пятиокись,noun,пять,num,окись,noun,1;0,,
водогрязелечебница,noun,вода;грязь,noun;noun,лечебница,noun,1;2;0,,
льнопенькопродукция,noun,лён;пенёк,noun;noun,продукция,noun,1;2;0,,
автомотоклуб,noun,авто;мото,glroot;glroot,клуб,noun,1;2;0,,
самопроверка,noun,сам,pron,проверка,noun,1;0,,
самооценка,noun,сам,pron,оценка,noun,1;0,,
самоуслаждение,noun,сам,pron,услаждение,noun,1;0,,
самообслуживание,noun,сам,pron,обслуживание,noun,1;0,,
самодисциплина,noun,сам,pron,дисциплина,noun,1;0,,
самообразование,noun,сам,pron,образование,noun,1;0,,
самохарактеристика,noun,сам,pron,характеристика,noun,1;0,,
самосев,noun,сам,pron,сев,noun,1;0,,
самоковыряние,noun,сам,pron,ковыряние,noun,1;0,,
взаимовлияние,noun,взаимный,adj,влияние,noun,1;0,,
взаимопомощь,noun,взаимный,adj,помощь,noun,1;0,,
взаимовыручка,noun,взаимный,adj,выручка,noun,1;0,,
взаимопонимание,noun,взаимный,adj,понимание,noun,1;0,,
взаимопроникновение,noun,взаимный,adj,проникновение,noun,1;0,,
взаимопосещение,noun,взаимный,adj,посещение,noun,1;0,,
лженаука,noun,ЛОЖЬ,noun,наука,noun,1;0,,
лжеучитель,noun,ЛОЖЬ,noun,учитель,noun,1;0,,
лжепроблема,noun,ЛОЖЬ,noun,проблема,noun,1;0,,
лжеопыт,noun,ЛОЖЬ,noun,опыт,noun,1;0,,
лжеречь,noun,ЛОЖЬ,noun,речь,noun,1;0,,
лжегрядущее,noun,ЛОЖЬ,noun,грядущее,noun,1;0,,
полукруг,noun,половина,noun,круг,noun,1;0,,
полумрак,noun,половина,noun,мрак,noun,1;0,,
полуостров,noun,половина,noun,остров,noun,1;0,,
полусон,noun,половина,noun,сон,noun,1;0,,
полупроводник,noun,половина,noun,проводник,noun,1;0,,
полуавтомат,noun,половина,noun,автомат,noun,1;0,,
полулодка,noun,половина,noun,лодка,noun,1;0,,
полуплот,noun,половина,noun,плот,noun,1;0,,
местожительство,noun,место,noun,жительство,noun,1;0,,
местопребывание,noun,место,noun,пребывание,noun,1;0,,
местопроизрастание,noun,место,noun,произрастание,noun,1;0,,
месторасположение,noun,место,noun,расположение,noun,1;0,,
чудо-богатырь,noun,чудо,noun,богатырь,noun,1;0,,
чудо-печка,noun,чудо,noun,печка,noun,1;0,,
чудо-машина,noun,чудо,noun,машина,noun,1;0,,
чудо-ягода,noun,чудо,noun,ягода,noun,1;0,,
чудо-дерево,noun,чудо,noun,дерево,noun,1;0,,
царь-колокол,noun,чудо,noun,колокол,noun,1;0,,
царь-пушка,noun,царь,noun,пушка,noun,1;0,,
царь-яблоко,noun,царь,noun,яблоко,noun,1;0,,
царь-турбина,noun,царь,noun,турбина,noun,1;0,,
горе-охотник,noun,горе,noun,охотник,noun,1;0,,
горе-руководитель,noun,горе,noun,руководитель,noun,1;0,,
горе-ученик,noun,горе,noun,ученик,noun,1;0,,
киноартист,noun,кино,noun,артист,noun,1;0,,
кинокартина,noun,кино,noun,картина,noun,1;0,,
киномеханик,noun,кино,noun,механик,noun,1;0,,
радиосвязь,noun,радио,noun,связь,noun,1;0,,
радиолюбитель,noun,радио,noun,любитель,noun,1;0,,
радиотехника,noun,радио,noun,техника,noun,1;0,,
Ленинград,noun,Ленин,prop,град,noun,1;0,,
Целиноград,noun,целина,noun,град,noun,1;0,,
Волгоград,noun,Волга,prop,град,noun,1;0,,
Зеленоград,noun,зелёный,noun,град,noun,1;0,,
автоград,noun,авто,glroot,град,noun,1;0,,
станкоград,noun,станок,noun,град,noun,1;0,,
нефтеград,noun,нефть,noun,град,noun,1;0,,
младогегельянцы,noun,младой,adj,гегельянцы,noun,1;0,,
младочехи,noun,младой,adj,чехи,noun,1;0,,
младотурки,noun,младой,adj,турки,noun,1;0,,
хладокомбинат,noun,хлад,noun,комбинат,noun,1;0,,
хладотранспорт,noun,хлад,noun,транспорт,noun,1;0,,
градостроитель,noun,град,noun,строитель,noun,1;0,,
градоначальник,noun,град,noun,начальник,noun,1;0,,
градоправитель,noun,град,noun,правитель,noun,1;0,,
полкомнаты,noun,половина,noun,комната,noun,1;0,rule1028*(noun + GEN -> noun),
полпроцента,noun,половина,noun,процент,noun,1;0,rule1028*(noun + GEN -> noun),
полведра,noun,половина,noun,ведро,noun,1;0,rule1028*(noun + GEN -> noun),
полчаса,noun,половина,noun,час,noun,1;0,rule1028*(noun + GEN -> noun),
пол-очка,noun,половина,noun,очко,noun,1;0,rule1028*(noun + GEN -> noun),
пол-Москвы,noun,половина,noun,Москва,noun,1;0,rule1028*(noun + GEN -> noun),
полмира,noun,половина,noun,мир,noun,1;0,rule1028*(noun + GEN -> noun),
полбеды,noun,половина,noun,беда,noun,1;0,rule1028*(noun + GEN -> noun),
полсуток,noun,половина,noun,сутки,noun,1;0,rule1028*(noun + GEN -> noun),
полдень,noun,половина,noun,день,noun,1;0,,
полночь,noun,половина,noun,ночь,noun,1;0,,
сорвиголова,noun,сорвать,verb_IMPER,голова,noun,1;0,,
скопидом,noun,скопить,verb_IMPER,дом,noun,1;0,,
держиморда,noun,держать,verb_IMPER,морда,noun,1;0,,
грабьармия,noun,грабить,verb_IMPER,армия,noun,1;0,,
вырвиглаз,noun,вырвать,verb_IMPER,глаз,noun,1;0,,
воруй-городок,noun,воровать,verb_IMPER,городок,noun,1;0,,
гуляй-город,noun,гулять,verb_IMPER,город,noun,1;0,,
держидерево,noun,держать,verb_IMPER,дерево,noun,1;0,,
перекати-поле,noun,перекатить,verb_IMPER,поле,noun,1;0,,
горицвет,noun,гореть,verb_IMPER,цвет,noun,1;0,,
вертиголовка,noun,вертеть,verb_IMPER,головка,noun,1;0,,
вертишейка,noun,вертеть,verb_IMPER,шейка,noun,1;0,,
коси-сено,noun,косить,verb_IMPER,сено,noun,1;0,,
Гуляй-поле,noun,гулять,verb_IMPER,поле,noun,1;0,,
Неразлейвода,noun,не;разлить,neg;verb_IMPER,вода,noun,,,
Разбейлоб,noun,разбить,verb_IMPER,лоб,noun,1;0,,
зауряд-офицер,noun,зауряд,noun,офицер,noun,1;0,,
зауряд-врач,noun,зауряд,noun,врач,noun,1;0,,
авиабомба,noun,авиа,glroot,бомба,noun,1;0,,
авиалиния,noun,авиа,glroot,линия,noun,1;0,,
авиабилет,noun,авиа,glroot,билет,noun,1;0,,
авиастроитель,noun,авиа,glroot,строитель,noun,1;0,,
автотранспорт,noun,авто,glroot,транспорт,noun,1;0,,
автопробег,noun,авто,glroot,пробег,noun,1;0,,
автовокзал,noun,авто,glroot,вокзал,noun,1;0,,
автовышка,noun,авто,glroot,вышка,noun,1;0,,
автолюбитель,noun,авто,glroot,любитель,noun,1;0,,
автотрасса,noun,авто,glroot,трасса,noun,1;0,,
автосварка,noun,авто,glroot,сварка,noun,1;0,,
автопогрузчик,noun,авто,glroot,погрузчик,noun,1;0,,
автодиспетчер,noun,авто,glroot,диспетчер,noun,1;0,,
автокормушка,noun,авто,glroot,кормушка,noun,1;0,,
авторегулировщик,noun,авто,glroot,регулировщик,noun,1;0,,
аглофабрика,noun,агло,glroot,фабрика,noun,1;0,,
аглолента,noun,агло,glroot,лента,noun,1;0,,
агротехника,noun,агро,glroot,техника,noun,1;0,,
агроминимум,noun,агро,glroot,минимум,noun,1;0,,
агрохимия,noun,агро,glroot,химия,noun,1;0,,
астрофизика,noun,астро,glroot,физика,noun,1;0,,
астроботаника,noun,астро,glroot,ботаника,noun,1;0,,
астрогеология,noun,астро,glroot,геология,noun,1;0,,
бензохранилище,noun,бензо,glroot,хранилище,noun,1;0,,
бензозаправка,noun,бензо,glroot,заправка,noun,1;0,,
бензобак,noun,бензо,glroot,бак,noun,1;0,,
биофизика,noun,био,glroot,физика,noun,1;0,,
биохимия,noun,био,glroot,химия,noun,1;0,,
велокросс,noun,вело,glroot,кросс,noun,1;0,,
велогонка,noun,вело,glroot,гонка,noun,1;0,,
велофигурист,noun,вело,glroot,фигурист,noun,1;0,,
виброплуг,noun,вибро,glroot,плуг,noun,1;0,,
виброгаситель,noun,вибро,glroot,гаситель,noun,1;0,,
вибростенд,noun,вибро,glroot,стенд,noun,1;0,,
виброболезнь,noun,вибро,glroot,болезнь,noun,1;0,,
гальванотехника,noun,гальвано,glroot,техника,noun,1;0,,
гальваностереотип,noun,гальвано,glroot,стереотип,noun,1;0,,
гермокамера,noun,гермо,glroot,камера,noun,1;0,,
гермошлем,noun,гермо,glroot,шлем,noun,1;0,,
гермоперчатка,noun,гермо,glroot,перчатка,noun,1;0,,
гигровата,noun,гигро,glroot,вата,noun,1;0,,
зоопарк,noun,зоо,glroot,парк,noun,1;0,,
зоогеография,noun,зоо,glroot,география,noun,1;0,,
зоомагазин,noun,зоо,glroot,магазин,noun,1;0,,
зоокомбинат,noun,зоо,glroot,комбинат,noun,1;0,,
изопродукция,noun,изо,glroot,продукция,noun,1;0,,
изостудия,noun,изо,glroot,студия,noun,1;0,,
изошутка,noun,изо,glroot,шутка,noun,1;0,,
изошарж,noun,изо,glroot,шарж,noun,1;0,,
космофизика,noun,космо,glroot,физика,noun,1;0,,
космовидение,noun,космо,glroot,видение,noun,1;0,,
космоплавание,noun,космо,glroot,плавание,noun,1;0,,
космопсихолог,noun,космо,glroot,психолог,noun,1;0,,
метеостанция,noun,метео,glroot,станция,noun,1;0,,
метеонаблюдение,noun,метео,glroot,наблюдение,noun,1;0,,
метеоусловия,noun,метео,glroot,условия,noun,1;0,,
метеоракета,noun,метео,glroot,ракета,noun,1;0,,
мотолодка,noun,мото,glroot,лодка,noun,1;0,,
мотопила,noun,мото,glroot,пила,noun,1;0,,
мотоколонна,noun,мото,glroot,колонна,noun,1;0,,
мотопоезд,noun,мото,glroot,поезд,noun,1;0,,
мотопехота,noun,мото,glroot,пехота,noun,1;0,,
мотобригада,noun,мото,glroot,бригада,noun,1;0,,
мотоспорт,noun,мото,glroot,спорт,noun,1;0,,
мотогонки,noun,мото,glroot,гонки,noun,1;0,,
мотокросс,noun,мото,glroot,кросс,noun,1;0,,
мотопатруль,noun,мото,glroot,патруль,noun,1;0,,
мототурист,noun,мото,glroot,турист,noun,1;0,,
мотошлем,noun,мото,glroot,шлем,noun,1;0,,
пиропатрон,noun,пиро,glroot,патрон,noun,1;0,,
пиротолкатель,noun,пиро,glroot,толкатель,noun,1;0,,
пневмозарядник,noun,пневмо,glroot,зарядник,noun,1;0,,
пневмотранспорт,noun,пневмо,glroot,транспорт,noun,1;0,,
пневмоавтоматика,noun,пневмо,glroot,автоматика,noun,1;0,,
пневмокостюм,noun,пневмо,glroot,костюм,noun,1;0,,
психоанализ,noun,психо,glroot,анализ,noun,1;0,,
психопатология,noun,психо,glroot,патология,noun,1;0,,
психогигиена,noun,психо,glroot,гигиена,noun,1;0,,
психопрофилактика,noun,психо,glroot,профилактика,noun,1;0,,
радиобиология,noun,радио,glroot,биология,noun,1;0,,
радиотерапия,noun,радио,glroot,терапия,noun,1;0,,
радиофизика,noun,радио,glroot,физика,noun,1;0,,
радиогалактика,noun,радио,glroot,галактика,noun,1;0,,
сейсморазведка,noun,сейсмо,glroot,разведка,noun,1;0,,
сейсмостанция,noun,сейсмо,glroot,станция,noun,1;0,,
сейсмоприемник,noun,сейсмо,glroot,приемник,noun,1;0,,
стереокино,noun,стерео,glroot,кино,noun,1;0,,
стереоэффект,noun,стерео,glroot,эффект,noun,1;0,,
стереоэкран,noun,стерео,glroot,экран,noun,1;0,,
телепередача,noun,теле,glroot,передача,noun,1;0,,
телеэкран,noun,теле,glroot,экран,noun,1;0,,
телерепортаж,noun,теле,glroot,репортаж,noun,1;0,,
телеателье,noun,теле,glroot,ателье,noun,1;0,,
телестудия,noun,теле,glroot,студия,noun,1;0,,
термоизоляция,noun,термо,glroot,изоляция,noun,1;0,,
термобур,noun,термо,glroot,бур,noun,1;0,,
термокамера,noun,термо,glroot,камера,noun,1;0,,
термокомпрессия,noun,термо,glroot,компрессия,noun,1;0,,
турбогенератор,noun,турбо,glroot,генератор,noun,1;0,,
турбокомпрессор,noun,турбо,glroot,компрессор,noun,1;0,,
турбовентилятор,noun,турбо,glroot,вентилятор,noun,1;0,,
физиотерапия,noun,физио,glroot,терапия,noun,1;0,,
фотоаппарат,noun,фото,glroot,аппарат,noun,1;0,,
фотокопия,noun,фото,glroot,копия,noun,1;0,,
фотоочерк,noun,фото,glroot,очерк,noun,1;0,,
фотокорреспондент,noun,фото,glroot,корреспондент,noun,1;0,,
фотоинформация,noun,фото,glroot,информация,noun,1;0,,
эвакогоспиталь,noun,эвако,glroot,госпиталь,noun,1;0,,
эвакопункт,noun,эвако,glroot,пункт,noun,1;0,,
электроприбор,noun,электро,glroot,прибор,noun,1;0,,
электроэнергия,noun,электро,glroot,энергия,noun,1;0,,
электропередача,noun,электро,glroot,передача,noun,1;0,,
электротехника,noun,электро,glroot,техника,noun,1;0,,
электросварка,noun,электро,glroot,сварка,noun,1;0,,
электроорган,noun,электро,glroot,орган,noun,1;0,,
энергоснабжение,noun,энерго,glroot,снабжение,noun,1;0,,
энергосистема,noun,энерго,glroot,система,noun,1;0,,
энергоблок,noun,энерго,glroot,блок,noun,1;0,,
энерготрата,noun,энерго,glroot,трата,noun,1;0,,
энергогигант,noun,энерго,glroot,гигант,noun,1;0,,
автобиография,noun,авто,glroot,биография,noun,1;0,,
автопортрет,noun,авто,glroot,портрет,noun,1;0,,
автопародия,noun,авто,glroot,пародия,noun,1;0,,
автогол,noun,авто,glroot,гол,noun,1;0,,
автовагон,noun,авто,glroot,вагон,noun,1;0,,
автоплуг,noun,авто,glroot,плуг,noun,1;0,,
автоцистерна,noun,авто,glroot,цистерна,noun,1;0,,
астроориентация,noun,астро,glroot,ориентация,noun,1;0,,
астрокомпас,noun,астро,glroot,компас,noun,1;0,,
астрофотография,noun,астро,glroot,фотография,noun,1;0,,
аэровокзал,noun,аэро,glroot,вокзал,noun,1;0,,
аэросев,noun,аэро,glroot,сев,noun,1;0,,
аэропорт,noun,аэро,glroot,порт,noun,1;0,,
аэроузел,noun,аэро,glroot,узел,noun,1;0,,
аэродинамика,noun,аэро,glroot,динамика,noun,1;0,,
барокамера,noun,баро,glroot,камера,noun,1;0,,
